property_id,project,area,size_sqft,rental_tier,annual_rent_aed,gross_yield_pct,service_charge_matched,sc_rate_aed_sqft,sc_year,sc_project,vacancy_available,management_available,maintenance_available,eligibility_level
5203,Urban Oasis by Missoni,Business Bay,323.0,R4,53424.0,5.58,False,,,,False,False,False,GROSS_ONLY
3830,The Paragon by IGO,Business Bay,2382.0,R4,163200.0,4.08,False,,,,False,False,False,GROSS_ONLY
7282,48 Parkside,Arjan,1186.0,R2,110400.0,6.71,False,,,,False,False,False,GROSS_ONLY
7842,Azizi Feirouz,Al Furjan,1008.0,R2,70560.0,6.92,False,,,,False,False,False,GROSS_ONLY
4905,Raffles The Palm Dubai,Palm Jumeirah,4607.0,R4,422400.0,1.19,False,,,,False,False,False,GROSS_ONLY
5981,Divine Elements,Dubai South,929.0,R4,65280.0,5.12,False,,,,False,False,False,GROSS_ONLY
6733,Divine Elements,Dubai South,,NONE,,,False,,,,False,False,False,NONE
8220,The Palm Tower,Palm Jumeirah,1054.0,R2,240000.0,5.33,False,,,,False,False,False,GROSS_ONLY
3706,Urban Oasis by Missoni,Business Bay,1916.0,R4,140554.0,2.93,False,,,,False,False,False,GROSS_ONLY
6745,Urban Oasis by Missoni,Business Bay,1916.0,R4,140554.0,2.93,False,,,,False,False,False,GROSS_ONLY
1068,Eleganz,Jumeirah village circle,951.0,R4,67200.0,4.31,False,,,,False,False,False,GROSS_ONLY
4209,4Direction Residence 1,Dubai Land Residence Complex,1251.0,R4,58080.0,4.01,False,,,,False,False,False,GROSS_ONLY
4389,Binghatti Crest,Jumeirah village circle,618.0,R2,65280.0,7.21,False,,,,False,False,False,GROSS_ONLY
4252,Emerge Residences,Meydan City,1036.0,R4,80640.0,3.13,False,,,,False,False,False,GROSS_ONLY
6235,The Palm Tower,Palm Jumeirah,524.0,R2,115200.0,5.24,False,,,,False,False,False,GROSS_ONLY
4524,Binghatti Twilight,Al Jadaf Waterfront,876.0,R4,67235.0,3.74,False,,,,False,False,False,GROSS_ONLY
5394,Vincitore Volare,Arjan,503.0,R3,43200.0,6.47,False,,,,False,False,False,GROSS_ONLY
5497,Aura Residences,Jumeirah village circle,320.0,R3,38400.0,5.69,False,,,,False,False,False,GROSS_ONLY
1459,Binghatti Royale,Jumeirah village circle,756.0,R2,91849.0,6.68,False,,,,False,False,False,GROSS_ONLY
7285,The Cove,Dubai Creek Harbour,1338.0,R2,150720.0,5.02,False,,,,False,False,False,GROSS_ONLY
4046,Vincitore Volare,Arjan,727.0,R4,61440.0,6.14,False,,,,False,False,False,GROSS_ONLY
4997,Beverly Residence 2,Jumeirah village circle,740.0,R4,62400.0,6.43,False,,,,False,False,False,GROSS_ONLY
6530,Empire Residences,Jumeirah village circle,996.0,R4,69120.0,5.32,False,,,,False,False,False,GROSS_ONLY
6747,Emerge Residences,Meydan City,3169.0,R4,153600.0,2.29,False,,,,False,False,False,GROSS_ONLY
3231,Harbour Gate,Dubai Creek Harbour,683.0,R2,86400.0,5.4,False,,,,False,False,False,GROSS_ONLY
5263,Oakley Square Residences,Jumeirah village circle,802.0,R2,81600.0,5.63,False,,,,False,False,False,GROSS_ONLY
7022,Park Town,Damac Hills,1021.0,R4,64790.0,3.99,False,,,,False,False,False,GROSS_ONLY
884,Canal Residence West,Dubai Sports City,2334.0,R4,105600.0,4.52,False,,,,False,False,False,GROSS_ONLY
1727,Luma21,Jumeirah village circle,595.0,R2,53760.0,5.38,False,,,,False,False,False,GROSS_ONLY
5402,The Pad by Omniyat,Business Bay,648.0,R4,75840.0,4.89,False,,,,False,False,False,GROSS_ONLY
1745,Binghatti Crest,Jumeirah village circle,1140.0,R2,98880.0,7.11,False,,,,False,False,False,GROSS_ONLY
4041,Azizi Lina,Jebel Ali,320.0,R3,44160.0,7.35,False,,,,False,False,False,GROSS_ONLY
472,Binghatti Lavender,Jumeirah village circle,380.0,R2,52800.0,7.38,False,,,,False,False,False,GROSS_ONLY
4263,Harbour Gate,Dubai Creek Harbour,1202.0,R2,129600.0,4.89,False,,,,False,False,False,GROSS_ONLY
6327,Stax,Jumeirah village circle,677.0,R4,61920.0,5.93,False,,,,False,False,False,GROSS_ONLY
6435,Pantheon Elysee,Jumeirah village circle,763.0,R2,67200.0,7.92,True,14.6,2025.0,PANTHEON ELYSEE,False,False,False,SERVICE_CHARGE_ADJUSTED
735,Harbour Gate,Dubai Creek Harbour,1640.0,R2,181440.0,4.97,False,,,,False,False,False,GROSS_ONLY
5081,Binghatti Crest,Jumeirah village circle,1215.0,R2,98880.0,5.79,False,,,,False,False,False,GROSS_ONLY
4702,Canal Residence West,Dubai Sports City,559.0,R3,40320.0,7.07,False,,,,False,False,False,GROSS_ONLY
3027,Binghatti Crescent,Jumeirah village circle,988.0,R2,96000.0,6.86,False,,,,False,False,False,GROSS_ONLY
7457,Binghatti Tulip,Jumeirah village circle,303.0,R2,48000.0,7.06,False,,,,False,False,False,GROSS_ONLY
5612,Azizi Lina,Jebel Ali,653.0,R4,45120.0,4.76,False,,,,False,False,False,GROSS_ONLY
432,Creek Beach Orchid,Dubai Creek Harbour,679.0,R2,88320.0,5.2,False,,,,False,False,False,GROSS_ONLY
4750,Canal Residence West,Dubai Sports City,931.0,R4,55680.0,6.55,False,,,,False,False,False,GROSS_ONLY
5961,Vera Residences,Business Bay,908.0,R4,86400.0,5.08,False,,,,False,False,False,GROSS_ONLY
7727,Oakley Square Residences,Jumeirah village circle,507.0,R2,60480.0,7.2,False,,,,False,False,False,GROSS_ONLY
3440,Royal Bay,Palm Jumeirah,791.0,R4,115200.0,5.76,False,,,,False,False,False,GROSS_ONLY
1976,Uniestate Prime Tower,Jumeirah village circle,451.0,R1,40320.0,6.5,False,,,,False,False,False,GROSS_ONLY
1824,48 Parkside,Arjan,748.0,R2,76800.0,6.97,False,,,,False,False,False,GROSS_ONLY
2645,The Atria,Business Bay,1262.0,R2,124800.0,4.42,False,,,,False,False,False,GROSS_ONLY
87,Binghatti Amber,Jumeirah village circle,1268.0,R2,110400.0,6.9,False,,,,False,False,False,GROSS_ONLY
3160,Marquise Square,Business Bay,517.0,R3,57600.0,4.7,False,,,,False,False,False,GROSS_ONLY
8262,Binghatti Orchid,Jumeirah village circle,1251.0,R2,110400.0,6.49,False,,,,False,False,False,GROSS_ONLY
4872,Binghatti Canal,Business Bay,717.0,R2,105600.0,6.4,False,,,,False,False,False,GROSS_ONLY
5193,Serenity Lakes 2,Jumeirah village circle,402.0,R3,43200.0,8.0,False,,,,False,False,False,GROSS_ONLY
7780,The Residence by Prestige One,Jumeirah village circle,467.0,R2,46080.0,6.36,False,,,,False,False,False,GROSS_ONLY
107,Binghatti Lavender,Jumeirah village circle,739.0,R2,72000.0,6.55,False,,,,False,False,False,GROSS_ONLY
914,Laya Mansion,Jumeirah village circle,371.0,R2,43200.0,7.45,False,,,,False,False,False,GROSS_ONLY
6630,The Autograph Residences,Jumeirah village circle,793.0,R4,63360.0,4.22,False,,,,False,False,False,GROSS_ONLY
800,Azizi Amber,Al Furjan,599.0,R2,64320.0,4.53,False,,,,False,False,False,GROSS_ONLY
7669,Pantheon Elysee III,Jumeirah village circle,406.0,R3,43200.0,6.91,False,,,,False,False,False,GROSS_ONLY
5582,Marquise Square,Business Bay,1658.0,R4,129600.0,4.47,False,,,,False,False,False,GROSS_ONLY
414,Binghatti Tulip,Jumeirah village circle,612.0,R2,65105.0,6.38,False,,,,False,False,False,GROSS_ONLY
2184,Grand Bleu Tower 1,EMAAR Beachfront,1768.0,R4,144000.0,2.22,False,,,,False,False,False,GROSS_ONLY
5579,Creek Rise Tower 1,Dubai Creek Harbour,825.0,R4,91198.0,4.56,False,,,,False,False,False,GROSS_ONLY
6401,Divine Elements,Dubai South,359.0,R3,38400.0,5.79,False,,,,False,False,False,GROSS_ONLY
4461,Eleganz,Jumeirah village circle,1627.0,R4,98400.0,3.56,False,,,,False,False,False,GROSS_ONLY
2313,Binghatti Gardenia,Jumeirah village circle,643.0,R2,67200.0,6.11,False,,,,False,False,False,GROSS_ONLY
5683,Urban Oasis by Missoni,Business Bay,635.0,R4,72000.0,4.8,False,,,,False,False,False,GROSS_ONLY
3522,The Atria,Business Bay,795.0,R2,86400.0,4.75,False,,,,False,False,False,GROSS_ONLY
3451,Binghatti Onyx,Jumeirah village circle,692.0,R2,72000.0,6.55,False,,,,False,False,False,GROSS_ONLY
4817,Binghatti House,Jumeirah village circle,647.0,R2,67200.0,6.72,False,,,,False,False,False,GROSS_ONLY
5801,Empire Residences,Jumeirah village circle,375.0,R3,43200.0,6.26,False,,,,False,False,False,GROSS_ONLY
3265,DAMAC Majestine,Business Bay,478.0,R3,57600.0,6.06,False,,,,False,False,False,GROSS_ONLY
8028,Evelyn on the Park,Town Square Dubai,765.0,R4,52800.0,3.97,False,,,,False,False,False,GROSS_ONLY
5303,Serenity Lakes 5,Jumeirah village circle,481.0,R2,46080.0,7.09,False,,,,False,False,False,GROSS_ONLY
8120,Laya Mansion,Jumeirah village circle,940.0,R2,72576.0,7.85,False,,,,False,False,False,GROSS_ONLY
5528,Creek Rise Tower 1,Dubai Creek Harbour,1664.0,R4,172800.0,4.67,False,,,,False,False,False,GROSS_ONLY
7449,Creek Rise Tower 1,Dubai Creek Harbour,1108.0,R4,124800.0,4.46,False,,,,False,False,False,GROSS_ONLY
6056,Imperial Avenue,Downtown Dubai,2049.0,R2,278400.0,4.42,False,,,,False,False,False,GROSS_ONLY
1656,AG Tower,Business Bay,443.0,R2,57600.0,5.84,False,,,,False,False,False,GROSS_ONLY
7378,Urban Oasis by Missoni,Business Bay,904.0,R4,86400.0,2.98,False,,,,False,False,False,GROSS_ONLY
7918,The Residence by Prestige One,Jumeirah village circle,1322.0,R2,118080.0,5.93,False,,,,False,False,False,GROSS_ONLY
5431,Pantheon Elysee II,Jumeirah village circle,393.0,R3,43200.0,6.17,False,,,,False,False,False,GROSS_ONLY
1118,Binghatti House,Jumeirah village circle,1105.0,R2,110880.0,6.16,False,,,,False,False,False,GROSS_ONLY
2620,Avanti Tower,Business Bay,950.0,R2,81600.0,5.38,False,,,,False,False,False,GROSS_ONLY
2965,Binghatti Onyx,Jumeirah village circle,1550.0,R2,129600.0,5.18,False,,,,False,False,False,GROSS_ONLY
3766,Imperial Avenue,Downtown Dubai,859.0,R2,120000.0,4.8,False,,,,False,False,False,GROSS_ONLY
6032,Luma22,Jumeirah village circle,1036.0,R2,83520.0,6.19,False,,,,False,False,False,GROSS_ONLY
1227,Sunrise Bay,EMAAR Beachfront,1394.0,R2,177600.0,4.14,False,,,,False,False,False,GROSS_ONLY
6113,Bayshore at Creek Beach,Dubai Creek Harbour,906.0,R4,100800.0,5.04,False,,,,False,False,False,GROSS_ONLY
5860,LIV Residence,Dubai Marina,1767.0,R2,182400.0,3.72,False,,,,False,False,False,GROSS_ONLY
2951,Binghatti Orchid,Jumeirah village circle,777.0,R2,71040.0,6.7,False,,,,False,False,False,GROSS_ONLY
2265,Binghatti Amber,Jumeirah village circle,989.0,R2,72000.0,5.54,False,,,,False,False,False,GROSS_ONLY
7137,Binghatti Galaxy,Jumeirah village circle,871.0,R2,76800.0,4.55,False,,,,False,False,False,GROSS_ONLY
5156,Binghatti Canal,Business Bay,1283.0,R2,158400.0,5.03,False,,,,False,False,False,GROSS_ONLY
3167,Binghatti Dusk,Jumeirah village circle,899.0,R4,67200.0,5.17,False,,,,False,False,False,GROSS_ONLY
3599,Pantheon Elysee II,Jumeirah village circle,753.0,R4,62400.0,5.43,False,,,,False,False,False,GROSS_ONLY
655,Pantheon Elysee III,Jumeirah village circle,666.0,R4,60480.0,5.04,False,,,,False,False,False,GROSS_ONLY
6176,Catch Residence by IGO,Jumeirah village circle,905.0,R4,67200.0,4.48,False,,,,False,False,False,GROSS_ONLY
3901,Trillionaire Residences,Business Bay,549.0,R3,61701.0,3.25,False,,,,False,False,False,GROSS_ONLY
2252,Imperial Avenue,Downtown Dubai,1458.0,R2,182400.0,3.58,False,,,,False,False,False,GROSS_ONLY
3533,Aykon City Tower,Business Bay,413.0,R3,55680.0,5.35,False,,,,False,False,False,GROSS_ONLY
7292,Aykon City Tower,Business Bay,646.0,R4,75200.0,4.63,False,,,,False,False,False,GROSS_ONLY
1113,Binghatti Gardenia,Jumeirah village circle,3008.0,R4,134400.0,5.31,False,,,,False,False,False,GROSS_ONLY
8019,DAMAC Majestine,Business Bay,1578.0,R4,126720.0,5.12,False,,,,False,False,False,GROSS_ONLY
7841,Uniestate Prime Tower,Jumeirah village circle,1890.0,R4,105600.0,5.53,False,,,,False,False,False,GROSS_ONLY
6904,creek edge,Dubai Creek Harbour,689.0,R2,86400.0,9.28,False,,,,False,False,False,GROSS_ONLY
3668,Nobles Tower,Business Bay,847.0,R4,86400.0,3.2,False,,,,False,False,False,GROSS_ONLY
7061,azizi mina,Palm Jumeirah,1522.0,R4,172800.0,3.84,False,,,,False,False,False,GROSS_ONLY
392,Marriott Residences,Business Bay,732.0,R4,81600.0,3.17,False,,,,False,False,False,GROSS_ONLY
3190,azizi mina,Palm Jumeirah,1173.0,R4,144000.0,3.93,False,,,,False,False,False,GROSS_ONLY
7930,Muraba Residences,Palm Jumeirah,1965.0,R4,201961.0,2.58,False,,,,False,False,False,GROSS_ONLY
7266,Ahad Residences,Business Bay,894.0,R2,110400.0,6.13,True,20.26,2026.0,Ahad Residences,False,False,False,SERVICE_CHARGE_ADJUSTED
1074,Ahad Residences,Business Bay,453.0,R2,76800.0,6.14,True,20.26,2026.0,Ahad Residences,False,False,False,SERVICE_CHARGE_ADJUSTED
6954,Terraces Marasi Drive,Business Bay,,NONE,,,False,,,,False,False,False,NONE
6473,Empire Residences,Jumeirah village circle,701.0,R4,62400.0,6.57,False,,,,False,False,False,GROSS_ONLY
2378,7 Park Central By Meteora,Jumeirah village circle,768.0,R4,63280.0,6.42,False,,,,False,False,False,GROSS_ONLY
6690,Samana Hills,Arjan,585.0,R2,65280.0,7.68,False,,,,False,False,False,GROSS_ONLY
3194,Sunrise Bay,EMAAR Beachfront,1925.0,R2,336000.0,4.94,False,,,,False,False,False,GROSS_ONLY
3276,La Residenza,Jumeirah village circle,1126.0,R2,100243.0,7.02,False,,,,False,False,False,GROSS_ONLY
