property_id,master_project,master_area,master_developer,resolved_property_type,project_match_status,service_charge_status,mollak_project,mollak_community,mollak_year,mollak_usage,rate_aed_sqft,location_parity,developer_support,qdrant_support,phase_support,area_basis_verified,production_eligible,failure_reason,match_method,gf_rate,rf_rate,gt_rate,component_match,budget_start,budget_end,name_similarity,token_overlap,review_confidence,review_classification
1829,Vita Grande,Jumeirah village circle,Meteora Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5128,Marina Star,Dubai Marina,Condor Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
844,Concept 7 Residences,Jumeirah village circle,Condor Developers,Apartment,AMBIGUOUS,NOT_MATCHED,DEZIRE RESIDENCES,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.649,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
4699,creek edge,Dubai Creek Harbour,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7112,Q Gardens Loft,Jumeirah village circle,AYS Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4914,Franck Muller Yachting,Dubai Maritime City,landon gate,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2046,Franck Muller Yachting,Dubai Maritime City,landon gate,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3765,Q Gardens Loft,Jumeirah village circle,AYS Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7881,Dubai Creek Residence Tower 2 North,Dubai Creek Harbour,Emaar,Apartment,AMBIGUOUS,NOT_MATCHED,THE DUBAI CREEK RESIDENCES,Dubai Creek Harbour,,,,True,True,True,True,False,False,PHASE_FAMILY: MASTER has phase {'2'} not in Mollak; cannot assume shared budget,FUZZY_COMMUNITY,,,,,,,0.689,2.0,7.0,HIGH_CONFIDENCE_REVIEW
1330,Oxford Gardens,Arjan,Iman Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2899,Q Gardens Loft,Jumeirah village circle,AYS Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5356,Terraces Marasi Drive,Business Bay,Keymaven,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2155,Divine Living,Arjan,Takmeel Real Estate Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6836,Serenity Lakes 5,Jumeirah village circle,Gulf Land Property Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4753,Mayas Geneva,Jumeirah village circle,Sama Ezdan,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2459,UPSIDE Living,Business Bay,SRG Holding,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2578,La Residenza,Jumeirah village circle,Dalands Holding,Apartment,AMBIGUOUS,NOT_MATCHED,MAY RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 2 candidates,,,,,,,,0.72,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
1467,Marriott Residences,Business Bay,Fortune 5,Apartment,AMBIGUOUS,NOT_MATCHED,Ahad Residences,Business Bay,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.706,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
6720,Beverly Boulevard,Arjan,HMB Homes Real Estate Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2473,MBL Royal,Jumeirah Lake Towers,MAG Property Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
8393,Canal Front Residences,Dubai Water Canal,Meydan Group,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6298,Binghatti Emerald,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2766,Binghatti Emerald,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6632,Oakley Square Residences,Jumeirah village circle,Ellington,Apartment,AMBIGUOUS,NOT_MATCHED,DEZIRE RESIDENCES,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 2 candidates,,,,,,,,0.683,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
507,The Paragon by IGO,Business Bay,Invest Group Overseas (IGO),Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
673,The Community Motor City,Dubai Motor City,Aqua Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
1597,The Community Motor City,Dubai Motor City,Aqua Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6649,Park Lane by Heilbronn,Jumeirah village circle,Heilbronn Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4694,Creek Gate Tower 2,Dubai Creek Harbour,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
8320,Eleganz,Jumeirah village circle,Danube,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5092,4Direction Residence 1,Dubai Land Residence Complex,4Direction Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7608,Vera Residences,Business Bay,Damac,Apartment,AMBIGUOUS,NOT_MATCHED,REVA RESIDENCES,Business Bay,,,,True,False,True,False,False,False,AMBIGUOUS: 2 candidates,,,,,,,,0.867,0.0,4.0,MEDIUM_CONFIDENCE_REVIEW
3407,Emerge Residences,Meydan City,NAAS Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3375,Mayas Geneva,Jumeirah village circle,Sama Ezdan,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6350,Q Gardens Boutique Residences,Arjan,AYS Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2276,Park Lane by Heilbronn,Jumeirah village circle,Heilbronn Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6209,Concept 7 Residences,Jumeirah village circle,Condor Developers,Apartment,AMBIGUOUS,NOT_MATCHED,DEZIRE RESIDENCES,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.649,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
5073,Luma22,Jumeirah village circle,TownX Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6695,Binghatti Amber,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2460,Creek Gate Tower 2,Dubai Creek Harbour,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7792,Luma21,Jumeirah village circle,TownX Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7663,48 Parkside,Arjan,Tabeer Starwood,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2725,saba 2,Jumeirah Lake Towers,Saba Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6540,The Autograph Residences,Jumeirah village circle,Green Group,Apartment,AMBIGUOUS,NOT_MATCHED,DEZIRE RESIDENCES,Jumeirah Village Circle,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.634,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
93,Marina Star,Dubai Marina,Condor Developers,Duplex,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6277,Binghatti Emerald,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6430,Beverly Boulevard,Arjan,HMB Homes Real Estate Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
1620,SLS Dubai Hotels and Residences,Downtown Dubai,Wow Red,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
422,Golf Edge,Emaar South,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2838,Binghatti Rose,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3843,Beverly Boulevard,Arjan,HMB Homes Real Estate Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
453,Aykon City Tower,Business Bay,Damac,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
8066,The 100,Meydan City,The 100 LLC-FZ,بنتهاوس,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6835,LIV Residence,Dubai Marina,Liv,Apartment,AMBIGUOUS,NOT_MATCHED,BAYSIDE RESIDENCE,Dubai Marina,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.733,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
8201,Marquise Square,Business Bay,Seven Tides,Apartment,AMBIGUOUS,NOT_MATCHED,MARQUISE SQUARE TOWER,Business Bay,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.833,2.0,6.0,HIGH_CONFIDENCE_REVIEW
1913,Creek Beach Orchid,Dubai Creek Harbour,Emaar,Apartment,AMBIGUOUS,NOT_MATCHED,CREEK HORIZON,Dubai Creek Harbour,,,,True,True,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.645,1.0,6.0,HIGH_CONFIDENCE_REVIEW
601,Aura Residences,Jumeirah village circle,Grovy Developers,Apartment,AMBIGUOUS,NOT_MATCHED,MAY RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.786,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
1111,Oxford Gardens,Arjan,Iman Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5113,SLS Dubai Hotels and Residences,Downtown Dubai,Wow Red,دوبلكس,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
1637,Oxford Gardens,Arjan,Iman Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6594,Creek Beach Orchid,Dubai Creek Harbour,Emaar,Apartment,AMBIGUOUS,NOT_MATCHED,CREEK HORIZON,Dubai Creek Harbour,,,,True,True,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.645,1.0,6.0,HIGH_CONFIDENCE_REVIEW
7916,Divine Living,Arjan,Takmeel Real Estate Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7020,Canal Front Residences,Dubai Water Canal,Meydan Group,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
897,creek edge,Dubai Creek Harbour,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2398,Binghatti Gardenia,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2730,Luma21,Jumeirah village circle,TownX Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7464,Plaza Residences 1,Jumeirah village circle,Sky Overseas Real Estate Development LLC,Apartment,AMBIGUOUS,NOT_MATCHED,MAY RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.71,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
4547,Gardenia Residency,Jumeirah village circle,Shaikhani Group,Apartment,AMBIGUOUS,NOT_MATCHED,DEZIRE RESIDENCES,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.686,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
5009,Divine Living,Arjan,Takmeel Real Estate Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
1146,SLS Dubai Hotels and Residences,Downtown Dubai,Wow Red,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7278,Canal Front Residences,Dubai Water Canal,Meydan Group,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
365,Beverly Residence 2,Jumeirah village circle,HMB Homes Real Estate Development,Apartment,AMBIGUOUS,NOT_MATCHED,MAY RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.688,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
3508,The Community Motor City,Dubai Motor City,Aqua Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
8369,Aura Residences,Jumeirah village circle,Grovy Developers,Apartment,AMBIGUOUS,NOT_MATCHED,MAY RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.786,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
7656,Concept 7 Residences,Jumeirah village circle,Condor Developers,Apartment,AMBIGUOUS,NOT_MATCHED,DEZIRE RESIDENCES,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 3 candidates,,,,,,,,0.649,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
2061,The Community Motor City,Dubai Motor City,Aqua Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
140,Yas Beach Residence,Yas Island,Siadah Development,Duplex,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4674,MBL Royal,Jumeirah Lake Towers,MAG Property Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5773,4Direction Residence 1,Dubai Land Residence Complex,4Direction Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5574,Serenity Lakes 2,Jumeirah village circle,Gulf Land Property Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3495,Mayas Geneva,Jumeirah village circle,Sama Ezdan,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6446,Yas Beach Residence,Yas Island,Siadah Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3666,Sunrise Bay,EMAAR Beachfront,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7682,Stax,Jumeirah village circle,Pasha1 Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
8222,Flow Residences,Dubai Islands,Main Realty,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
253,The Paragon by IGO,Business Bay,Invest Group Overseas (IGO),Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2326,Binghatti Royale,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3834,MBL Royal,Jumeirah Lake Towers,MAG Property Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5945,The Paragon by IGO,Business Bay,Invest Group Overseas (IGO),Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5987,Yas Beach Residence,Yas Island,Siadah Development,دوبلكس,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2832,Westwood Grande Residences,Jumeirah village circle,Imtiaz,Apartment,AMBIGUOUS,NOT_MATCHED,DEZIRE RESIDENCES,Jumeirah Village Circle,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.651,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
3097,Catch Residence by IGO,Jumeirah village circle,Invest Group Overseas (IGO),Apartment,AMBIGUOUS,NOT_MATCHED,HYATI RESIDENCE,Jumeirah Village Circle,,,,True,False,True,False,False,False,AMBIGUOUS: 2 candidates,,,,,,,,0.649,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
6923,Luma22,Jumeirah village circle,TownX Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
1516,Azizi Amber,Al Furjan,Azizi,Apartment,AMBIGUOUS,NOT_MATCHED,AZIZI. YASAMINE,Al Furjan,,,,True,False,True,False,False,False,AMBIGUOUS: 2 candidates,,,,,,,,0.72,1.0,4.0,MEDIUM_CONFIDENCE_REVIEW
1234,Yas Beach Residence,Yas Island,Siadah Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3955,Stax,Jumeirah village circle,Pasha1 Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3962,Q Gardens Boutique Residences,Arjan,AYS Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
793,Westwood Grande Residences,Jumeirah village circle,Imtiaz,Apartment,AMBIGUOUS,NOT_MATCHED,DEZIRE RESIDENCES,Jumeirah Village Circle,,,,True,False,True,False,False,False,,FUZZY_COMMUNITY,,,,,,,0.651,0.0,3.0,MEDIUM_CONFIDENCE_REVIEW
8311,The Cape,Al Barari,Al Barari,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6163,Wellington Grand Villas,Meydan City,Wellington Developments,Villa,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7640,Binghatti Luna,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
2989,Samana Sky Views,Dubai Production City,Samana,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
1279,Marina Star,Dubai Marina,Condor Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6556,SOL Bay,Business Bay,Sol Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
983,SOL Bay,Business Bay,Sol Properties,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4545,The Cove,Dubai Creek Harbour,Emaar,بنتهاوس,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6141,Q Gardens Loft,Jumeirah village circle,AYS Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7286,Binghatti Canal,Business Bay,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
101,Golf Edge,Emaar South,Emaar,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5203,Urban Oasis by Missoni,Business Bay,Dar Global,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3830,The Paragon by IGO,Business Bay,Invest Group Overseas (IGO),Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
7282,48 Parkside,Arjan,Tabeer Starwood,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4905,Raffles The Palm Dubai,Palm Jumeirah,Emerald Palace Group,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
5981,Divine Elements,Dubai South,Takmeel Real Estate Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6733,Divine Elements,Dubai South,Takmeel Real Estate Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
8220,The Palm Tower,Palm Jumeirah,Nakheel,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
3706,Urban Oasis by Missoni,Business Bay,Dar Global,Penthouse,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
6745,Urban Oasis by Missoni,Business Bay,Dar Global,Penthouse,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
1068,Eleganz,Jumeirah village circle,Danube,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4209,4Direction Residence 1,Dubai Land Residence Complex,4Direction Developers,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4389,Binghatti Crest,Jumeirah village circle,Binghatti,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
4252,Emerge Residences,Meydan City,NAAS Development,Apartment,NOT_MATCHED,NOT_MATCHED,,,,,,False,False,False,False,False,False,,,,,,,,,0.0,0.0,,
